,userId,cluster,content,dfm,fm,knn,lightgcn,mf,ngcf
10,11,"['Tequila Sunrise', 'Breathless', 'Fist of Fury (Chinese Connection, The) (Jing wu men)', 'Shiri (Swiri)', 'Getaway, The', ""King Solomon's Mines"", 'Protector, The', 'Bronson', 'Stunt Man, The', 'Specialist, The']","['Replacement Killers, The', 'Valhalla Rising', 'Life of Pi', 'Death Wish', 'Tiger and the Snow, The (La tigre e la neve)', 'Best Seller', 'Nixon', 'Collector, The', 'Once Upon a Time in China II (Wong Fei-hung Ji Yi: Naam yi dong ji keung)', 'Alamo, The']","['Holy Mountain, The (Montaña sagrada, La)', 'Body Heat', 'Soloist, The', 'The Night Before', ""Von Ryan's Express"", 'Watching the Detectives', ""Brother's Keeper"", 'Creature Comforts', 'Planes', 'Wind That Shakes the Barley, The']","['Witness for the Prosecution', 'Cinderella Man', 'Louis C.K.: Hilarious', 'Celebration, The (Festen)', 'Mississippi Burning', 'Living in Oblivion', 'Crumb', ""All the President's Men"", 'Town, The', 'Fog of War: Eleven Lessons from the Life of Robert S. McNamara, The']","['Forrest Gump', 'As Good as It Gets', 'Die Hard: With a Vengeance', 'Die Hard 2', ""There's Something About Mary"", 'Peacemaker, The', 'Money Talks', 'Amistad', 'Jackal, The', 'Mars Attacks!']","['Braveheart', 'Shawshank Redemption, The', 'Terminator 2: Judgment Day', 'Fugitive, The', 'Star Wars: Episode VI - Return of the Jedi', 'Jurassic Park', 'Die Hard: With a Vengeance', 'Star Wars: Episode IV - A New Hope', 'Independence Day (a.k.a. ID4)', 'Usual Suspects, The']","['Forrest Gump', 'As Good as It Gets', ""There's Something About Mary"", 'Die Hard: With a Vengeance', 'Peacemaker, The', 'Die Hard 2', 'Money Talks', 'Amistad', 'Mars Attacks!', 'Jackal, The']","['Program, The', 'Apollo 13', 'Independence Day (a.k.a. ID4)', 'Conspiracy Theory', 'Silence of the Lambs, The', 'Three Musketeers, The', 'Fugitive, The', 'Braveheart', 'Dead Man Walking', 'Jurassic Park']"
11,12,"['Waiting to Exhale', 'Mighty Aphrodite', 'Postman, The (Postino, Il)', 'Beautiful Girls', 'Something to Talk About', 'Don Juan DeMarco', 'Eat Drink Man Woman (Yin shi nan nu)', ""Nobody's Fool"", 'Corrina, Corrina', 'I Like It Like That']","['House of Flying Daggers (Shi mian mai fu)', 'Girl with a Pearl Earring', 'Spaceballs', 'Courier', 'Save the Last Dance', 'Anna and the King', 'Ace Ventura: When Nature Calls', ""Gregory's Girl"", 'Ideal Husband, An', '100 Girls']","['UnHung Hero', 'Final Flight of the Osiris', 'Kolya (Kolja)', 'Enchanted April', 'History of Future Folk, The', 'Deepwater Horizon', 'A Detective Story', 'Smiling Fish and Goat on Fire', 'In a World...', 'Black Mirror: White Christmas']","['Dead Ringers', 'I Am Sam', 'Extreme Measures', 'White Squall', 'Few Good Men, A', 'Contact High', 'Louis C.K.: Hilarious', 'Cool Hand Luke', 'Sunset Blvd. (a.k.a. Sunset Boulevard)', 'Uncommon Valor']","['Romeo and Juliet', 'Four Weddings and a Funeral', '10 Things I Hate About You', 'Pride & Prejudice', 'Ghostbusters II', 'Never Been Kissed', 'Ascent, The (Voskhozhdeniye)', 'House of Wax', 'Dear Wendy', 'Trip to the Moon, A (Voyage dans la lune, Le)']","['Pretty Woman', 'Miracle on 34th Street', 'Little Women', '10 Things I Hate About You', 'Sleepless in Seattle', ""She's All That"", 'Forrest Gump', 'Babe', 'Titanic', 'Circle of Friends']","['10 Things I Hate About You', 'Romeo and Juliet', 'Four Weddings and a Funeral', 'Pride & Prejudice', 'Ghostbusters II', 'Never Been Kissed', 'Ascent, The (Voskhozhdeniye)', 'House of Wax', 'Dear Wendy', 'Trip to the Moon, A (Voyage dans la lune, Le)']","['Pretty Woman', 'Never Been Kissed', 'Love Actually', 'Shine', 'Forrest Gump', 'Titanic', 'Nine Months', ""Bridget Jones's Diary"", 'Powder', 'Emma']"
12,13,"[""Pusher III: I'm the Angel of Death"", 'Ichi the Killer (Koroshiya 1)', 'Pulse', 'Crazies, The (a.k.a. Code Name: Trixie)', 'Invasion, The', 'Crazies, The', 'Battle Royale (Batoru rowaiaru)', 'Dawn of the Dead', 'Orca: The Killer Whale', 'Daybreakers']","['The Wailing', 'MacGyver: Trail to Doomsday', 'Hangar 18', 'Ben-Hur', 'Days of Thunder', ""Dead Men Don't Wear Plaid"", 'Dreamscape', 'Imagine Me & You', 'Two Moon Junction', 'Bay, The']","['Holy Mountain, The (Montaña sagrada, La)', 'Best Exotic Marigold Hotel, The', 'The Night Before', 'Clockwise', 'Watching the Detectives', 'World of Tomorrow', 'Wind That Shakes the Barley, The', 'Body Heat', 'Where Eagles Dare', 'Creature Comforts']","['Town, The', 'Sunset Blvd. (a.k.a. Sunset Boulevard)', 'South Park: Imaginationland', 'Arizona Dream', 'Batman: The Dark Knight Returns, Part 1', 'Contact High', 'Living in Oblivion', ""All the President's Men"", 'Louis C.K.: Hilarious', 'Fog of War: Eleven Lessons from the Life of Robert S. McNamara, The']","['Crouching Tiger, Hidden Dragon (Wo hu cang long)', 'Pitch Black', 'Pretty in Pink', 'What Lies Beneath', 'Contender, The', 'Enron: The Smartest Guys in the Room', 'Mischief', 'Mysterious Skin', 'Crash', 'House of Wax']","['Almost Famous', 'Patriot, The', 'Shawshank Redemption, The', 'Shanghai Noon', 'Gone in 60 Seconds', 'Contender, The', 'Cell, The', 'Final Destination', 'Titanic', 'Fight Club']","['Crouching Tiger, Hidden Dragon (Wo hu cang long)', 'Pitch Black', 'Contender, The', 'What Lies Beneath', 'Pretty in Pink', 'Enron: The Smartest Guys in the Room', 'Mischief', 'Mysterious Skin', 'Crash', 'House of Wax']","['Mission: Impossible II', 'Contender, The', 'Seven Years in Tibet', ""Charlie's Angels"", 'Cell, The', 'Chasing Amy', 'Gone in 60 Seconds', 'Almost Famous', 'Shanghai Noon', 'What Lies Beneath']"
13,14,"['Tequila Sunrise', 'Breathless', 'Fist of Fury (Chinese Connection, The) (Jing wu men)', 'Shiri (Swiri)', 'Diva', ""King Solomon's Mines"", 'Getaway, The', 'Protector, The', 'Bronson', 'Crying Game, The']","['Vanishing, The', 'Goldfinger', 'Patriot, The', 'Shenandoah', 'Nixon', 'Passion of Anna, The (Passion, En)', 'Perks of Being a Wallflower, The', 'Jane Eyre', 'District 9', 'Life of Pi']","['Manon of the Spring (Manon des sources)', 'Jeff Ross Roasts Criminals: Live at Brazos County Jail', 'Frankenstein 90', 'A Perfect Day', 'Chinese Puzzle (Casse-tête chinois)', 'Red Flag', 'Guy X', 'Teahouse of the August Moon, The', 'A Walk in the Woods', 'Slumber Party Massacre II']","['Contact High', 'Orphanage, The (Orfanato, El)', 'Logan', 'The Way', 'Fog of War: Eleven Lessons from the Life of Robert S. McNamara, The', ""All the President's Men"", 'Blow Out', 'Louis C.K.: Hilarious', 'Jules and Jim (Jules et Jim)', 'Living in Oblivion']","['Shawshank Redemption, The', 'Pulp Fiction', 'Braveheart', 'Forrest Gump', 'Apollo 13', ""What's Eating Gilbert Grape"", 'Tombstone', 'Sleepless in Seattle', 'Clueless', 'While You Were Sleeping']","['Batman', 'Dances with Wolves', 'Apollo 13', 'Crimson Tide', 'Fugitive, The', 'Cliffhanger', 'Outbreak', 'Batman Forever', 'Quiz Show', 'Clear and Present Danger']","['Shawshank Redemption, The', 'Forrest Gump', 'Pulp Fiction', 'Braveheart', ""What's Eating Gilbert Grape"", 'Tombstone', 'Sleepless in Seattle', 'Clueless', 'Apollo 13', 'Wyatt Earp']","['Pulp Fiction', 'Client, The', 'Batman Forever', 'Beauty and the Beast', 'Braveheart', 'Piano, The', 'Mask, The', 'Batman', 'Dumb & Dumber (Dumb and Dumber)', 'Dances with Wolves']"
14,15,"['Day After Tomorrow, The', 'Sound of Thunder, A', 'Jumper', 'Jurassic World', 'Jurassic World: Fallen Kingdom', 'Sunshine', 'Aelita: The Queen of Mars (Aelita)', 'Who Am I? (Wo shi shei)', 'Postman, The', 'Planet of the Apes']","['Avengers: Infinity War - Part I', 'Once Upon a Time in America', 'Tiger and the Snow, The (La tigre e la neve)', 'Two Women (Ciociara, La)', 'King Kong vs. Godzilla (Kingukongu tai Gojira)', 'Superman IV: The Quest for Peace', 'Sharknado 4: The 4th Awakens', 'Hardcore Henry', 'Species', ""Hitchhiker's Guide to the Galaxy, The""]","[""Brother's Keeper"", 'Dinner Rush', ""Von Ryan's Express"", 'Survive Style 5+', 'Five Easy Pieces', 'Charly', 'The Night Before', 'Where Eagles Dare', 'Soloist, The', 'Kagemusha']","['Jules and Jim (Jules et Jim)', ""All the President's Men"", 'Louis C.K.: Hilarious', 'Batman: The Dark Knight Returns, Part 1', 'Arizona Dream', 'Contact High', 'Living in Oblivion', 'Blow Out', 'Town, The', 'Fog of War: Eleven Lessons from the Life of Robert S. McNamara, The']","['Star Wars: Episode VI - Return of the Jedi', 'Fight Club', 'Godfather, The', 'Léon: The Professional (a.k.a. The Professional) (Léon)', 'American Beauty', 'Lord of the Rings: The Two Towers, The', 'Captain Phillips', 'Ratatouille', 'Forrest Gump', 'Dark Knight Rises, The']","['Shawshank Redemption, The', 'Matrix, The', 'Forrest Gump', 'Iron Man', 'Inception', 'Star Wars: Episode IV - A New Hope', 'Star Wars: Episode V - The Empire Strikes Back', 'Dark Knight, The', 'Braveheart', 'Lord of the Rings: The Return of the King, The']","['Star Wars: Episode VI - Return of the Jedi', 'Forrest Gump', 'American Beauty', 'Fight Club', 'Godfather, The', 'Prestige, The', 'Monsters, Inc.', 'Léon: The Professional (a.k.a. The Professional) (Léon)', 'Ratatouille', 'Gran Torino']","['Forrest Gump', 'Matrix, The', 'Shawshank Redemption, The', 'Dark Knight, The', 'Inception', 'Dark Knight Rises, The', 'Gladiator', 'Terminator 2: Judgment Day', 'Prestige, The', 'Silence of the Lambs, The']"
15,16,"[""'Hellboy': The Seeds of Creation"", ""Futurama: Bender's Game"", 'Robot Carnival (Roboto kânibauru)', ""It's Such a Beautiful Day"", 'Kingsglaive: Final Fantasy XV', 'Wizards of Waverly Place: The Movie', 'Mind Game', 'Time Bandits', ""Bill & Ted's Bogus Journey"", 'Aqua Teen Hunger Force Colon Movie Film for Theaters']","['Children of Dune', 'Taking Lives', 'Chronicles of Riddick, The', 'Freeway', 'Russians Are Coming, the Russians Are Coming, The', 'Bent', 'Pure Formality, A (Pura formalità, Una)', 'The Boy Next Door', 'Epic', 'Need for Speed']","['King of New York', 'Planes', 'Where Eagles Dare', ""Von Ryan's Express"", 'Roots', 'Soloist, The', 'Survive Style 5+', 'The Night Before', 'Bride Wars', 'Cry, the Beloved Country']","['Batman: The Dark Knight Returns, Part 1', 'Blow Out', 'Departed, The', 'Arizona Dream', 'South Park: Imaginationland', 'Fog of War: Eleven Lessons from the Life of Robert S. McNamara, The', 'Contact High', 'Living in Oblivion', 'Louis C.K.: Hilarious', 'Sunset Blvd. (a.k.a. Sunset Boulevard)']","['General, The', ""Amelie (Fabuleux destin d'Amélie Poulain, Le)"", 'Chinatown', 'Dark Knight, The', 'Cool Hand Luke', 'Citizen Kane', 'Good Will Hunting', 'Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark)', 'My Neighbor Totoro (Tonari no Totoro)', 'Pulp Fiction']","['Matrix, The', 'American Beauty', 'Shawshank Redemption, The', 'Fight Club', 'Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark)', 'Rear Window', 'Forrest Gump', ""Schindler's List"", 'Princess Bride, The', 'Godfather, The']","['Cool Hand Luke', 'Good Will Hunting', 'Lord of the Rings: The Fellowship of the Ring, The', 'Chinatown', 'Dark Knight, The', ""Amelie (Fabuleux destin d'Amélie Poulain, Le)"", 'Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark)', 'Star Wars: Episode V - The Empire Strikes Back', 'American Beauty', 'Citizen Kane']","['Blade Runner', 'Godfather, The', 'Maltese Falcon, The', 'Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark)', 'Fargo', '12 Angry Men', ""One Flew Over the Cuckoo's Nest"", 'Shawshank Redemption, The', 'Star Wars: Episode V - The Empire Strikes Back', 'American Beauty']"
16,17,"['Aelita: The Queen of Mars (Aelita)', 'Maximum Ride', 'Day After Tomorrow, The', 'Sound of Thunder, A', 'Children of Men', 'Jumper', 'The Hunger Games', 'Jurassic World', 'Jurassic World: Fallen Kingdom', 'Dragonheart 2: A New Beginning']","['Tron', 'Freeway', 'Lawless', 'Tiger and the Snow, The (La tigre e la neve)', 'Wisdom', ""Logan's Run"", 'Red River', 'Time Lapse', 'Flash Gordon', 'Chronicle']","['King of New York', 'Clockwise', 'Secret in Their Eyes, The (El secreto de sus ojos)', ""Jason's Lyric"", 'World of Tomorrow', 'Soloist, The', 'Bride Wars', 'DiG!', 'Phantom Tollbooth, The', 'Body Heat']","['Crumb', 'Cool Hand Luke', 'South Park: Imaginationland', 'Batman: The Dark Knight Returns, Part 1', 'Contact High', 'Louis C.K.: Hilarious', ""All the President's Men"", 'Arizona Dream', 'Living in Oblivion', 'Fog of War: Eleven Lessons from the Life of Robert S. McNamara, The']","['Outlaw Josey Wales, The', 'Godfather, The', 'Double Indemnity', 'City of God (Cidade de Deus)', 'Memento', 'Lord of the Rings: The Two Towers, The', 'Léon: The Professional (a.k.a. The Professional) (Léon)', 'Spirited Away (Sen to Chihiro no kamikakushi)', 'Usual Suspects, The', 'American History X']","['Shawshank Redemption, The', 'Star Wars: Episode IV - A New Hope', 'Matrix, The', 'Godfather, The', 'Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark)', 'Fight Club', 'Usual Suspects, The', 'Forrest Gump', 'Pulp Fiction', 'Goodfellas']","['Godfather, The', 'Memento', 'American History X', 'Dark Knight, The', 'Spirited Away (Sen to Chihiro no kamikakushi)', 'Usual Suspects, The', 'Clockwork Orange, A', 'Outlaw Josey Wales, The', 'Léon: The Professional (a.k.a. The Professional) (Léon)', 'Some Like It Hot']","['Shawshank Redemption, The', 'Matrix, The', 'Star Wars: Episode IV - A New Hope', 'Godfather, The', 'Fargo', 'Sixth Sense, The', 'Aliens', 'Star Wars: Episode VI - Return of the Jedi', 'Silence of the Lambs, The', 'Star Wars: Episode V - The Empire Strikes Back']"
17,18,"['Beat the Devil', 'Osmosis Jones', 'Stunt Man, The', 'Flashback', 'The Great Train Robbery', 'Cowboy Way, The', 'Palookaville', 'Last Dragon, The', 'Pink Cadillac', 'Nicotina']","['Frantic', 'Hustle & Flow', 'In the Valley of Elah', 'Red River', 'Nixon', 'Tombstone', 'Funeral, The', 'Dog Day Afternoon', 'True Crime', 'Behind Enemy Lines']","['Savior', 'Secret in Their Eyes, The (El secreto de sus ojos)', 'Creature Comforts', 'Dinner Rush', 'Kagemusha', 'Bride Wars', ""Von Ryan's Express"", 'Soloist, The', 'The Night Before', 'Where Eagles Dare']","['Philadelphia Story, The', 'Notorious', 'Spring, Summer, Fall, Winter... and Spring (Bom yeoreum gaeul gyeoul geurigo bom)', 'Midnight Cowboy', 'Celebration, The (Festen)', 'Living in Oblivion', 'Mississippi Burning', 'Cinderella Man', 'Fog of War: Eleven Lessons from the Life of Robert S. McNamara, The', 'Crumb']","['Three Billboards Outside Ebbing, Missouri', 'Sherlock - A Study in Pink', ""Girl Who Kicked the Hornet's Nest, The (Luftslottet som sprängdes)"", 'Mr. Brooks', 'Usual Suspects, The', 'Boondock Saints, The', ""Schindler's List"", ""Knockin' on Heaven's Door"", 'Reservoir Dogs', 'Snatch']","['Shawshank Redemption, The', 'Matrix, The', 'Iron Man', 'Inception', 'Lord of the Rings: The Fellowship of the Ring, The', 'Lord of the Rings: The Return of the King, The', 'Lord of the Rings: The Two Towers, The', 'Terminator 2: Judgment Day', 'Usual Suspects, The', 'Braveheart']","['Fight Club', ""Schindler's List"", 'Boondock Saints, The', 'Blade Runner', 'Clockwork Orange, A', 'Reservoir Dogs', 'Toy Story 3', 'Big Short, The', 'Snatch', 'Usual Suspects, The']","['Inception', 'Inglourious Basterds', 'Shutter Island', 'Léon: The Professional (a.k.a. The Professional) (Léon)', 'Avengers, The', 'Fight Club', 'Dark Knight Rises, The', 'Braveheart', 'Shawshank Redemption, The', 'V for Vendetta']"
18,19,"['Interstate 60', 'Dragonheart 2: A New Beginning', 'Hunting Party, The', 'Aelita: The Queen of Mars (Aelita)', 'Maximum Ride', 'Stunt Man, The', ""Cirque du Freak: The Vampire's Assistant"", 'Lara Croft Tomb Raider: The Cradle of Life', 'Chase, The', 'First Strike (Police Story 4: First Strike) (Ging chaat goo si 4: Ji gaan daan yam mo)']","['Monday', 'Pinocchio', 'Dredd', 'Next of Kin', 'Marnie', 'Enemy', 'Lady from Shanghai, The', 'Return from Witch Mountain', 'Librarian: Quest for the Spear, The', 'Three Musketeers, The']","['Holy Mountain, The (Montaña sagrada, La)', 'Ghost in the Shell 2.0', 'Submarine', 'Five Easy Pieces', 'Enemy Mine', 'High and Low (Tengoku to jigoku)', 'It Comes at Night', 'World of Tomorrow', 'History of Future Folk, The', 'Body Heat']","[""All the President's Men"", 'Shane', 'Trust', 'Rebel Without a Cause', 'The Way', 'In Bruges', 'Living in Oblivion', 'Looking for Richard', 'Logan', 'Last Detail, The']","['Rear Window', 'Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark)', ""Monty Python's And Now for Something Completely Different"", '2001: A Space Odyssey', 'Notorious', '39 Steps, The', 'Fight Club', 'Star Wars: Episode IV - A New Hope', 'Big Trouble in Little China', 'Indiana Jones and the Last Crusade']","['Star Trek V: The Final Frontier', 'Kingpin', 'Bio-Dome', 'Rocketeer, The', 'Forever Young', 'Willow', 'Star Trek: Generations', 'Willy Wonka & the Chocolate Factory', 'Galaxy Quest', 'Escape from L.A.']","['Star Wars: Episode IV - A New Hope', 'Young Frankenstein', 'Rear Window', 'Star Wars: Episode V - The Empire Strikes Back', 'Léon: The Professional (a.k.a. The Professional) (Léon)', 'Big Trouble in Little China', 'Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark)', 'Notorious', 'Fight Club', 'Forrest Gump']","['Star Trek V: The Final Frontier', 'Independence Day (a.k.a. ID4)', 'Little Mermaid, The', ""Christmas Vacation (National Lampoon's Christmas Vacation)"", 'Close Encounters of the Third Kind', 'Faculty, The', 'Escape from L.A.', 'X-Men', 'Buffy the Vampire Slayer', 'Mystery Men']"
19,20,"['Enchanted', 'Shrek 2', 'Aladdin and the King of Thieves', 'All Dogs Go to Heaven 2', 'Wiz, The', 'Chitty Chitty Bang Bang', 'Mulan II', 'Frozen', 'Frosty the Snowman', ""Lion King II: Simba's Pride, The""]","[""Lion King II: Simba's Pride, The"", 'Tangled', 'Beauty and the Beast: The Enchanted Christmas', 'Land Before Time III: The Time of the Great Giving', 'Strange Magic', ""Dr. Seuss' The Lorax"", 'Quest for Camelot', 'Family Guy Presents Stewie Griffin: The Untold Story', 'New Adventures of Pippi Longstocking, The', 'Frosty the Snowman']","['Beautiful Thing', 'The Night Before', 'Soloist, The', '9/11', 'Where Eagles Dare', 'Creature Comforts', 'Body Heat', 'Wind That Shakes the Barley, The', 'Survive Style 5+', 'Cry, the Beloved Country']","['Creature Comforts', 'Cinderella Man', 'Three Colors: White (Trzy kolory: Bialy)', 'Living in Oblivion', 'Crumb', 'Finding Nemo', 'Fog of War: Eleven Lessons from the Life of Robert S. McNamara, The', ""All the President's Men"", 'Room with a View, A', 'Town, The']","['My Fair Lady', 'Iron Monkey (Siu nin Wong Fei-hung ji: Tit Ma Lau)', 'Wizard of Oz, The', 'Iron Giant, The', 'Legend of Drunken Master, The (Jui kuen II)', 'State and Main', 'Christmas Story, A', 'Gladiator', 'Catch Me If You Can', 'American Psycho']","['Mission: Impossible II', 'Miss Congeniality', 'Meet the Parents', 'Chicken Run', 'Mummy Returns, The', 'Toy Story 2', 'Patriot, The', 'Bring It On', ""Bug's Life, A"", ""Knight's Tale, A""]","['Gladiator', 'Christmas Story, A', 'State and Main', 'My Fair Lady', 'Legend of Drunken Master, The (Jui kuen II)', 'Chicago', 'Changing Lanes', 'Iron Monkey (Siu nin Wong Fei-hung ji: Tit Ma Lau)', 'Willy Wonka & the Chocolate Factory', 'Wizard of Oz, The']","['Shrek', 'Bambi', 'Babe', '101 Dalmatians (One Hundred and One Dalmatians)', 'Atlantis: The Lost Empire', 'Remember the Titans', ""Charlie's Angels"", 'Mexican, The', 'Mummy, The', 'Mummy Returns, The']"
20,21,"['Who Am I? (Wo shi shei)', 'First Strike (Police Story 4: First Strike) (Ging chaat goo si 4: Ji gaan daan yam mo)', 'Chill Factor', 'Mummy Returns, The', 'Hunting Party, The', 'True Lies', 'Lara Croft Tomb Raider: The Cradle of Life', 'Maximum Ride', 'Day of the Beast, The (Día de la Bestia, El)', 'Topkapi']","['Con Air', 'Volcano High (Whasango)', 'Adventures of Buckaroo Banzai Across the 8th Dimension, The', 'Expendables, The', 'Barbarella', 'Wild Wild West', 'Grumpier Old Men', 'Ffolkes', 'Executive Decision', 'Maximum Risk']","['Never Let Me Go', 'Too Late for Tears', ""While We're Young"", 'Chinese Puzzle (Casse-tête chinois)', 'Go for Zucker! (Alles auf Zucker!)', 'Tears for Sale', 'Cry, the Beloved Country', 'Red Flag', 'Slumber Party Massacre II', 'Frankenstein 90']","['Deliverance', 'Uncommon Valor', 'Clerks', 'Emma', 'Salton Sea, The', 'Contact High', 'Male Hunt', 'Adventures of Tintin, The', ""Howl's Moving Castle (Hauru no ugoku shiro)"", 'Pi']","[""Amelie (Fabuleux destin d'Amélie Poulain, Le)"", 'Logan', ""King's Speech, The"", 'Aliens', ""Dr. Horrible's Sing-Along Blog"", 'Fight Club', 'Harry Potter and the Deathly Hallows: Part 1', 'Wolf of Wall Street, The', 'Incredibles, The', 'Wallace & Gromit in The Curse of the Were-Rabbit']","['Iron Man', 'Star Wars: Episode IV - A New Hope', 'Edge of Tomorrow', 'Avatar', 'Guardians of the Galaxy', 'Star Wars: Episode VI - Return of the Jedi', 'Avengers: Age of Ultron', 'Avengers, The', 'Amazing Spider-Man, The', 'Matrix, The']","['Lord of the Rings: The Return of the King, The', 'Harry Potter and the Chamber of Secrets', 'John Wick', 'Logan', 'Star Wars: Episode V - The Empire Strikes Back', 'Fight Club', 'Wreck-It Ralph', 'Despicable Me 2', 'Shrek 2', 'Bourne Ultimatum, The']","['Shawshank Redemption, The', 'Terminator 2: Judgment Day', 'Pulp Fiction', 'Batman', 'Lion King, The', 'Twelve Monkeys (a.k.a. 12 Monkeys)', 'Dark Knight, The', 'Toy Story', 'Ace Ventura: Pet Detective', ""'Tis the Season for Love""]"
21,22,"['Protector, The', 'Bronson', 'Hunting Party, The', 'Stunt Man, The', 'Getaway, The', ""King Solomon's Mines"", 'Tequila Sunrise', 'Breathless', 'Fist of Fury (Chinese Connection, The) (Jing wu men)', 'Shiri (Swiri)']","['Hoax, The', 'Tiger and the Snow, The (La tigre e la neve)', 'Gamer', 'Nixon', 'Monsieur Ibrahim (Monsieur Ibrahim et les fleurs du Coran)', 'Black Knight', 'Tears of the Sun', 'Thunderball', 'Muppet Movie, The', 'xXx: State of the Union']","[""Babette's Feast (Babettes gæstebud)"", 'Lilies of the Field', 'Looking for Richard', 'Victoria', 'A Pigeon Sat on a Branch Reflecting on Existence', 'Five Easy Pieces', 'District 13: Ultimatum (Banlieue 13 - Ultimatum)', 'Body Heat', 'Holy Mountain, The (Montaña sagrada, La)', 'World of Tomorrow']","['Blow Out', 'South Park: Imaginationland', 'Arizona Dream', 'Sunset Blvd. (a.k.a. Sunset Boulevard)', 'Fog of War: Eleven Lessons from the Life of Robert S. McNamara, The', 'Batman: The Dark Knight Returns, Part 1', 'Cool Hand Luke', 'Louis C.K.: Hilarious', 'Contact High', 'Living in Oblivion']","['Dark Knight, The', 'Shawshank Redemption, The', ""One Flew Over the Cuckoo's Nest"", 'Lord of the Rings: The Fellowship of the Ring, The', 'Inglourious Basterds', 'Up', 'Lord of the Rings: The Return of the King, The', 'Man on Wire', 'Shrek', 'Lost in Translation']","['Memento', 'Fight Club', 'Donnie Darko', 'Lord of the Rings: The Fellowship of the Ring, The', ""Amelie (Fabuleux destin d'Amélie Poulain, Le)"", 'Lord of the Rings: The Return of the King, The', 'Requiem for a Dream', 'Eternal Sunshine of the Spotless Mind', 'Matrix, The', 'Lord of the Rings: The Two Towers, The']","[""One Flew Over the Cuckoo's Nest"", 'Shawshank Redemption, The', 'Dark Knight, The', 'Lord of the Rings: The Fellowship of the Ring, The', 'Downfall (Untergang, Der)', 'Lord of the Rings: The Return of the King, The', 'V for Vendetta', 'Mulholland Drive', 'Inglourious Basterds', 'Capote']","['Bourne Identity, The', ""Ocean's Eleven"", 'Lost in Translation', 'Memento', 'Traffic', 'Eternal Sunshine of the Spotless Mind', 'Forrest Gump', ""Amelie (Fabuleux destin d'Amélie Poulain, Le)"", 'Donnie Darko', 'Pulp Fiction']"
22,23,"['Rubber', 'Seven-Per-Cent Solution, The', 'Ichi the Killer (Koroshiya 1)', 'Strange Days', 'Diva', 'Dead or Alive: Final', 'Manhunter', 'Negotiator, The', 'Insomnia', 'Man on Fire']","['Arrival, The', 'Suspicion', 'Shake Hands with the Devil', 'Atlas Shrugged: Part 1', 'Fury', ""Freddy's Dead: The Final Nightmare (Nightmare on Elm Street Part 6: Freddy's Dead, A)"", 'Laura', 'Nixon', 'Sum of All Fears, The', 'Investigation of a Citizen Above Suspicion (Indagine su un cittadino al di sopra di ogni sospetto)']","[""Time Traveler's Wife, The"", ""While We're Young"", 'Savior', 'Creature Comforts', 'Best Exotic Marigold Hotel, The', 'Planes', 'Cry, the Beloved Country', ""My Sister's Keeper"", 'Conjuring, The', 'Soloist, The']","['Boy Meets Girl', 'Taken 2', 'Shrek the Halls', 'Living in Oblivion', 'Louis C.K.: Hilarious', 'Town, The', 'Watership Down', 'Extreme Measures', 'Contact High', 'Uncommon Valor']","['Vanya on 42nd Street', 'Pulp Fiction', '12 Angry Men', 'Cercle Rouge, Le (Red Circle, The)', 'Girl on the Bridge, The (Fille sur le pont, La)', 'Chinatown', 'Monty Python and the Holy Grail', 'Citizen Kane', 'Full Metal Jacket', '2001: A Space Odyssey']","['L.A. Confidential', 'Apocalypse Now', 'Blade Runner', 'Brazil', 'Full Metal Jacket', 'Following', 'Reservoir Dogs', 'Taxi Driver', '2001: A Space Odyssey', 'Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb']","['Monty Python and the Holy Grail', 'Full Metal Jacket', 'Dark City', 'Brazil', 'Pulp Fiction', 'Chinatown', '12 Angry Men', 'Vanya on 42nd Street', 'Iron Giant, The', 'Blade Runner']","['Naked Lunch', 'Blade Runner', 'Samouraï, Le (Godson, The)', 'Boot, Das (Boat, The)', 'Brazil', 'Apocalypse Now', 'Reservoir Dogs', 'Godfather, The', 'Akira', 'Limey, The']"
